"1","Aalkistensee","0,136","KA","PF","48.993611,8.761111","BW","0"
"249","Joshofner Weiher","0,14","Oberbayern","Neuburg-Schrobenhausen","48.74979,11.22678","BY","0"
"250","Kahler See","0,12","Unterfranken","Aschaffenburg","50.06865,9.02055","BY","0"
"251","Kainzmühlsperre","0,17","Oberpfalz","Neustadt an der Waldnaab","49.575,12.298","BY","0"
"252","Kaisersee","0,05","Schwaben","Augsburg","48.41972,10.91819","BY","0"
"253","Kammerweiher","0,17","Oberpfalz","Amberg-Sulzbach","49.68822,11.56576","BY","0"
"254","Karlsfelder See","0,25","Oberbayern","Dachau","48.23682,11.4683","BY","0"
"255","Karpfsee","0,1","Oberbayern","Bad Tölz-Wolfratshausen","47.66562,11.30682","BY","0"
"256","Kastenseeoner See","0,07","Oberbayern","Ebersberg","47.992693,11.829697","BY","0"
"257","Kautsee","0,16","Oberbayern","Rosenheim","47.923,12.355","BY","0"
"258","Kieferer See","0,03","Oberbayern","Rosenheim","47.60867,12.20377","BY","0"
"259","Kinsegger Weiher","0,06","Oberbayern","Weilheim-Schongau","47.6882,10.73772","BY","0"
"260","Kirchsee","0,42","Oberbayern","Bad Tölz-Wolfratshausen","47.81926,11.61916","BY","0"
"261","Kirnbergsee","0,03","Oberbayern","Weilheim-Schongau","47.76565,11.34866","BY","0"
"262","Kitzelsee","0,01","Oberbayern","Ebersberg","48.012778,11.858611","BY","0"
"263","Kleiner Alpsee","0,09","Schwaben","Oberallgäu","47.56512,10.20175","BY","0"
"264","Kleiner Arbersee","0,06","Oberpfalz","Cham","49.12648,13.1202","BY","0"
"265","Kleiner Brombachsee","2,5","Mittelfranken","Weißenburg-Gunzenhausen","49.134553,10.877151","BY","0"
"266","Kleiner Olchinger See","0,06","Oberbayern","Fürstenfeldbruck","48.20251,11.35516","BY","0"
"267","Kleiner See","0,2","Schwaben","Lindau","47.5504,9.68673","BY","0"
"268","Kleinhesseloher See","0,09","Oberbayern","München","48.16053,11.59631","BY","0"
"269","Klostersee","0,07","Unterfranken","Main-Spessart","49.8037,9.61377","BY","0"
"270","Kochelsee","5,95","Oberbayern","Bad Tölz-Wolfratshausen","47.64504,11.33995","BY","0"
"271","Königssee","5,22","Oberbayern","Berchtesgadener Land","47.55776,12.97932","BY","0"
"272","Kögelweiher","0,09","Schwaben","Ostallgäu","47.62325,10.54981","BY","0"
"273","Koglweiher","0,02","Oberbayern","Bad Tölz-Wolfratshausen","47.81104,11.59051","BY","0"
"274","Koppenbergweiher","0,01","Oberbayern","Weilheim-Schongau","47.73518,11.28131","BY","0"
"275","Korbsee","0,09","Schwaben","Ostallgäu","47.79327,10.69429","BY","0"
"276","Kratzmühlsee","0,1","Oberbayern","Eichstätt","49.00164,11.4469","BY","0"
"277","Kreutsee","0,02","Oberbayern","Rosenheim","47.62763,12.18552","BY","0"
"278","Krugsweiher","0,04","Mittelfranken","Nürnberger Land","49.37056,11.19201","BY","0"
"279","Kuhsee","0,17","Schwaben","Augsburg","48.33831,10.94011","BY","0"
"280","Lachenweiher","0,01","Oberbayern","Weilheim-Schongau","47.84882,11.25463","BY","0"
"281","Langbürgner See","1,04","Oberbayern","Rosenheim","47.90075,12.35001","BY","0"
"282","Langsee","0,01","Mittelfranken","Nürnberg","49.47044,11.13648","BY","0"
"283","Langwieder See","0,2","Oberbayern","München","48.19504,11.41514","BY","0"
"284","Latschensee","0,01","Niederbayern","Regen","49.02545,13.39774","BY","0"
"285","Lauser Weiher","0,06","Oberbayern","Rosenheim","47.938889,11.859167","BY","0"
"286","Lautersee","0,12","Oberbayern","Garmisch-Partenkirchen","47.43802,11.23524","BY","0"
"287","Lechstaustufe","2","Oberbayern","Schwaben","47.67227,10.78463","BY","0"
"288","Lechstaustufe 6 – Dornau","2,04","Oberbayern","Weilheim-Schongau","47.79505,10.88788","BY","0"
"289","Lechstaustufe 10 – Epfach","0,52","Oberbayern","Landsberg am Lech","47.90438,10.91423","BY","0"
"290","Lechstaustufe 22 – Unterbergen","0,3","Oberbayern","Schwaben","48.23531,10.9253","BY","0"
"291","Leitgeringer See","0,15","Oberbayern","Traunstein","48.07343,12.73642","BY","0"
"292","Lerchenauer See","0,08","Oberbayern","München","48.19779,11.53749","BY","0"
"293","Lobentalstausee","0,03","Schwaben","Ostallgäu","47.58642,10.8322","BY","0"
"294","Lödensee","0,1","Oberbayern","Traunstein","47.69388,12.59402","BY","0"
"295","Loidlsee","0,02","Oberbayern","Miesbach","47.76014,11.86065","BY","0"
"296","Luegsteinsee","0,01","Oberbayern","Rosenheim","47.64134,12.17123","BY","0"
"297","Lugenausee","0,06","Oberbayern","Weilheim-Schongau","47.76472,10.99564","BY","0"
"298","Lußsee","0,2","Oberbayern","München","48.19828,11.41849","BY","0"
"299","Lustsee","0,06","Oberbayern","Weilheim-Schongau","47.81028,11.29524","BY","0"
"300","Mainparksee","0,24","Unterfranken","Aschaffenburg","49.98782,9.06964","BY","0"
"301","Maisinger See","0,1","Oberbayern","Starnberg","47.98033,11.28084","BY","0"
"302","Maistättenweiher","0,03","Oberbayern","Starnberg","47.89795,11.20518","BY","0"
"303","Mallertshofer See","0,06","Oberbayern","München","48.2646,11.60152","BY","0"
"304","Mammendorfer See","0,04","Oberbayern","Fürstenfeldbruck","48.20106,11.16954","BY","0"
"305","Mandichosee","1,6","Schwaben","Aichach-Friedberg","48.26348,10.935","BY","0"
"306","Mandlachsee","0,01","Schwaben","Aichach-Friedberg","48.55258,11.06688","BY","0"
"307","Mantaweiher","0,014","Mittelfranken","Nürnberger Land","49.33955,11.32718","BY","0"
"308","Meerhofsee","0,12","Unterfranken","Aschaffenburg","50.08496,9.04278","BY","0"
"309","Mertsee","0,05","Niederbayern","Rottal-Inn","48.40663,12.75394","BY","0"
"310","Messesee Riem","0,02","Oberbayern","München","48.13495,11.69132","BY","0"
"311","Mittersee","0,14","Oberbayern","Traunstein","47.69061,12.58656","BY","0"
"312","Mollsee","0,02","Oberbayern","München","48.12466,11.5306","BY","0"
"313","Moorweiher","0,01","Schwaben","Oberallgäu","47.39523,10.2864","BY","0"
"314","Mooshamer Weiher","0,02","Oberbayern","Bad Tölz-Wolfratshausen","47.90639,11.52513","BY","0"
"315","Moosschwaiger Weiher","0,01","Oberbayern","München","48.15718,11.38478","BY","0"
"316","Mückensee","0,03","Oberbayern","Dachau","48.24733,11.49011","BY","0"
"317","Murner See","0,09","Oberpfalz","Schwandorf","49.35012,12.20349","BY","0"
"318","Nagler See","0,06","Oberfranken","Wunsiedel im Fichtelgebirge","49.97998,11.92276","BY","0"
"319","Neunersee","0,03","Oberbayern","Rosenheim","47.8041,12.13502","BY","0"
"320","Neusee","0,09","Oberbayern","Weilheim-Schongau","47.85642,11.26755","BY","0"
"321","Niedersonthofener See","1,35","Schwaben","Oberallgäu","47.63419,10.2636","BY","0"
"322","Notzenweiher","0,06","Schwaben","Oberallgäu","47.74032,10.45592","BY","0"
"323","Nußberger Weiher","0,24","Oberbayern","Weilheim-Schongau","47.84185,11.25918","BY","0"
"324","Oberegger Stausee","0,4","Schwaben","Günzburg","48.27007,10.31735","BY","0"
"325","Oberer Gaisalpsee","0,01","Schwaben","Oberallgäu","47.42253,10.32921","BY","0"
"326","Oberhauser Weiher","0,08","Oberbayern","Landsberg am Lech","47.95408,10.9859","BY","0"
"327","Oberpfälzer Seenland","8,1","Oberpfalz","Schwandorf","49.279,12.163","BY","0"
"328","Oberrieder Weiher","0,35","Schwaben","Günzburg","48.22527,10.29874","BY","0"
"329","Obersee","0,57","Oberbayern","Berchtesgadener Land","47.51766,12.98584","BY","0"
"330","Obinger See","0,31","Oberbayern","Traunstein","48.00313,12.41661","BY","0"
"331","Ölberger Weiher","0,03","Oberbayern","Weilheim-Schongau","47.72998,10.95331","BY","0"
"332","Ofenwaldsperre","0,03","Schwaben","Oberallgäu","47.5301,10.3038","BY","0"
"333","Oggenrieder Weiher","0,01","Schwaben","Ostallgäu","47.912027,10.563762","BY","0"
"334","Olchinger See","0,14","Oberbayern","Fürstenfeldbruck","48.20899,11.35654","BY","0"
"335","Olympiasee","0,09","Oberbayern","München","48.17361,11.55708","BY","0"
"336","Osterseen","2,24","Oberbayern","Weilheim-Schongau","47.78265,11.30673","BY","0"
"337","Östlicher Breitenauer See","0,02","Oberbayern","Weilheim-Schongau","47.79544,11.3","BY","0"
"338","Pagodenburger See","0,03","Oberbayern","München","48.15936,11.49299","BY","0"
"339","Pelhamer See","0,71","Oberbayern","Rosenheim","47.93348,12.35018","BY","0"
"340","Perlsee","0,07","Oberpfalz","Cham","49.39377,12.70054","BY","0"
"341","Pfeffersee","0,02","Oberbayern","Traunstein","47.888727,12.53537","BY","0"
"342","Pflegersee","0,02","Oberbayern","Garmisch-Partenkirchen","47.52017,11.0807","BY","0"
"343","Pilsensee","1,95","Oberbayern","Starnberg","48.02487,11.19182","BY","0"
"344","Plessenteich","0,23","Schwaben","Neu-Ulm","48.35924,10.04838","BY","0"
"345","Poschinger Weiher","0,06","Oberbayern","München","48.20188,11.64486","BY","0"
"346","Pucher Meer","0,06","Oberbayern","Fürstenfeldbruck","48.19029,11.23358","BY","0"
"347","Pumpspeicherkraftwerk Langenprozelten","0,12","Unterfranken","Main-Spessart","50.05528,9.58778","BY","0"
"348","Pumpspeicherkraftwerk Warmatsgund","0,01","Schwaben","Oberallgäu","47.34651,10.26327","BY","0"
"349","Rachelsee","0,06","Niederbayern","Freyung-Grafenau","48.97515,13.4017","BY","0"
"350","Radersdorfer Baggersee","0,05","Schwaben","Aichach-Friedberg","48.50848,11.15988","BY","0"
"351","Rannasee","0,2","Niederbayern","Oberösterreich","48.56799,13.76065","BY","0"
"352","Rappensee","0,02","Schwaben","Oberallgäu","47.28607,10.2523","BY","0"
"353","Rechenauer See","0,025","Oberbayern","Rosenheim","47.6432,12.19381","BY","0"
"354","Regattaparksee","0,15","Oberbayern","München","48.24214,11.5214","BY","0"
"355","Regattastrecke Oberschleißheim","0,31","Oberbayern","München","48.24325,11.51603","BY","0"
"356","Regener See","0,17","Niederbayern","Regen","48.97817,13.15445","BY","0"
"357","Reschbachklause","0,01","Niederbayern","Freyung-Grafenau","48.96348,13.56354","BY","0"
"358","Rettenberger Weiher","0,02","Oberbayern","Weilheim-Schongau","47.77209,11.34339","BY","0"
"359","Rettensee","0,01","Oberbayern","Bad Tölz-Wolfratshausen","47.68884,11.36928","BY","0"
"360","Riederecksee","0,01","Oberbayern","Miesbach","47.64044,11.80904","BY","0"
"361","Riederner Weiher","0,03","Oberbayern","Weilheim-Schongau","47.73829,11.35953","BY","0"
"362","Riegsee","1,97","Oberbayern","Garmisch-Partenkirchen","47.70295,11.22245","BY","0"
"363","Riemer See","0,08","Oberbayern","München","48.12631,11.70688","BY","0"
"364","Rießersee","0,03","Oberbayern","Garmisch-Partenkirchen","47.47798,11.08014","BY","0"
"365","Rinssee","0,4","Oberbayern","Rosenheim","47.91289,12.20272","BY","0"
"366","Röhrensee","0,02","Oberfranken","Bayreuth","49.93313,11.57292","BY","0"
"367","Röthensteiner See","0,01","Oberbayern","Miesbach","47.63949,11.79245","BY","0"
"368","Rohrmooser Weiher","0,02","Oberbayern","Weilheim-Schongau","47.7882,11.27468","BY","0"
"369","Rohrsee","0,03","Oberbayern","Bad Tölz-Wolfratshausen","47.68287,11.35556","BY","0"
"370","Rothsee","1,6","Mittelfranken","Roth","49.22021,11.184053","BY","0"
"371","Rothsee","0,11","Schwaben","Augsburg","48.3967,10.61434","BY","0"
"372","Rottachsee","2,82","Schwaben","Oberallgäu","47.64469,10.38534","BY","0"
"373","Rottauensee","0,54","Niederbayern","Rottal-Inn","48.42254,12.89357","BY","0"
"374","Rußweiher","0,55","Oberpfalz","Neustadt an der Waldnaab","49.76654,11.78698","BY","0"
"375","Rudufersee","0,17","Oberfranken","Lichtenfels","50.15997,11.13122","BY","0"
"376","Saalachsee","0,5","Oberbayern","Berchtesgadener Land","47.70913,12.858","BY","0"
"377","Sachensee","0,04","Oberbayern","Garmisch-Partenkirchen","47.53724,11.28353","BY","0"
"378","Sachsenrieder Weiher","0,06","Schwaben","Oberallgäu","47.83508,10.2345","BY","0"
"379","Sameisterweiher","0,3","Schwaben","Ostallgäu","47.68546,10.74434","BY","0"
"380","Sarchinger Weiher","0,28","Oberpfalz","Regensburg","49.00963,12.25119","BY","0"
"381","Schachensee","0,01","Oberbayern","Garmisch-Partenkirchen","47.42394,11.11975","BY","0"
"382","Schafirrsee","0,11","Oberbayern","Ingolstadt","48.741111,11.333611","BY","0"
"383","Schiffhüttensee","0,01","Oberbayern","Weilheim-Schongau","47.77382,11.31769","BY","0"
"384","Schillersberger Weiher","0,08","Oberbayern","Weilheim-Schongau","47.77612,11.26987","BY","0"
"385","Schergenweiher","0,03","Oberbayern","Weilheim-Schongau","47.86381,11.25916","BY","0"
"386","Schlappoltsee","0,01","Schwaben","Oberallgäu","47.35094,10.22666","BY","0"
"387","Schliersee","2,22","Oberbayern","Miesbach",NULL,"BY","0"
"388","Schlingener See","0,4","Schwaben","Ostallgäu",NULL,"BY","0"
"389","Schloßsee","0,27","Oberbayern","Rosenheim",NULL,"BY","0"
"390","Schlossweiher","0,05","Schwaben","Ostallgäu",NULL,"BY","0"
"391","Schlossweiher","0,02","Oberbayern","Bad Tölz-Wolfratshausen",NULL,"BY","0"
"392","Schmalensee","0,23","Oberbayern","Garmisch-Partenkirchen",NULL,"BY","0"
"393","Schmutterweiher","0,25","Schwaben","Ostallgäu",NULL,"BY","0"
"394","Schönauer Weiher","0,02","Oberbayern","Bad Tölz-Wolfratshausen",NULL,"BY","0"
"395","Schöngrundsee","0,02","Oberfranken","Bayreuth",NULL,"BY","0"
"396","Schrecksee","0,1","Schwaben","Oberallgäu",NULL,"BY","0"
"397","Schwabelsberger Weiher","0,04","Schwaben","Kempten",NULL,"BY","0"
"398","Schwabinger See","0,03","Oberbayern","München",NULL,"BY","0"
"399","Schwabweiher","0,02","Oberbayern","Weilheim-Schongau",NULL,"BY","0"
"400","Schwaigsee","0,06","Oberbayern","Weilheim-Schongau",NULL,"BY","0"
"401","Schwaltenweiher","0,3","Schwaben","Ostallgäu",NULL,"BY","0"
"402","Schwansee","0,2","Schwaben","Ostallgäu",NULL,"BY","0"
"403","Schwarzenberger Weiher","0,1","Schwaben","Oberallgäu",NULL,"BY","0"
"404","Schwarzer Weiher","0,01","Oberfranken","Wunsiedel im Fichtelgebirge",NULL,"BY","0"
"405","Seacht’n","0,03","Oberbayern","Starnberg",NULL,"BY","0"
"406","See am Langen Köchel","0,08","Oberbayern","Garmisch-Partenkirchen",NULL,"BY","0"
"407","See im Schönramer Moor","0,05","Oberbayern","Traunstein",NULL,"BY","0"
"408","See in der Allacher Lohe","0,05","Oberbayern","München",NULL,"BY","0"
"409","Seealpsee","0,08","Schwaben","Oberallgäu",NULL,"BY","0"
"410","Seehamer See","1,47","Oberbayern","Miesbach",NULL,"BY","0"
"411","Seeleinsee","0,01","Oberbayern","Berchtesgadener Land",NULL,"BY","0"
"412","Seeoner Seen","0,78","Oberbayern","Traunstein",NULL,"BY","0"
"413","Seestaller Weiher","0,03","Oberbayern","Bad Tölz-Wolfratshausen",NULL,"BY","0"
"414","Sengsee","0,05","Oberbayern","Weilheim-Schongau",NULL,"BY","0"
"415","Silbersee","0,55","Oberpfalz","Cham",NULL,"BY","0"
"416","Sileisee","0,015","Oberbayern","Rosenheim",NULL,"BY","0"
"417","Simssee","6,49","Oberbayern","Rosenheim",NULL,"BY","0"
"418","Soiernseen","0,06","Oberbayern","Garmisch-Partenkirchen",NULL,"BY","0"
"419","Soinsee","0,05","Oberbayern","Miesbach",NULL,"BY","0"
"420","Sonderhamer Weiher","0,04","Oberbayern","Bad Tölz-Wolfratshausen",NULL,"BY","0"
"421","Soyensee","0,5","Oberbayern","Rosenheim",NULL,"BY","0"
"422","Spitzingsee","0,28","Oberbayern","Miesbach",NULL,"BY","0"
"423","Staffelsee","7,66","Oberbayern","Garmisch-Partenkirchen",NULL,"BY","0"
"424","Stallauer Weiher","0,23","Oberbayern","Bad Tölz-Wolfratshausen",NULL,"BY","0"
"425","Starnberger See","56,36","Oberbayern","Starnberg",NULL,"BY","0"
"426","Stausee Bertoldsheim","1,09","Oberbayern","Neuburg-Schrobenhausen",NULL,"BY","0"
"427","Stausee Freyung","0,02","Niederbayern","Freyung-Grafenau",NULL,"BY","0"
"428","Stausee Gfallermühle","0,01","Oberbayern","Rosenheim",NULL,"BY","0"
"429","Stausee Oberilzmühle","0,1","Niederbayern","Passau",NULL,"BY","0"
"430","Stechsee","0,08","Oberbayern","Weilheim-Schongau",NULL,"BY","0"
"431","Steinberger See","1,84","Oberpfalz","Schwandorf",NULL,"BY","0"
"432","Steinsee","0,21","Oberbayern","Ebersberg",NULL,"BY","0"
"433","Stempflesee","0,01","Schwaben","Augsburg",NULL,"BY","0"
"434","Stocksee","0,02","Oberbayern","Weilheim-Schongau",NULL,"BY","0"
"435","Strangenweiher","0,02","Oberbayern","Weilheim-Schongau",NULL,"BY","0"
"436","Streitberger Weiher","0,06","Oberbayern","Weilheim Schongau",NULL,"BY","0"
"437","Sulzberger See","0,33","Schwaben","Oberallgäu",NULL,"BY","0"
"438","Surspeicher","0,67","Oberbayern","Berchtesgadener Land",NULL,"BY","0"
"439","Suttensee","0,01","Oberbayern","Miesbach",NULL,"BY","0"
"440","Sylvensteinsee","3,92","Oberbayern","Bad Tölz-Wolfratshausen",NULL,"BY","0"
"441","Tachinger See","2,36","Oberbayern","Traunstein",NULL,"BY","0"
"442","Taferlsee","0,01","Niederbayern","Passau",NULL,"BY","0"
"443","Taubensee","0,04","Oberbayern","Traunstein",NULL,"BY","0"
"444","Taubensee","0,03","Oberbayern","Berchtesgadener Land",NULL,"BY","0"
"445","Taxetweiher","0,02","Oberbayern","München",NULL,"BY","0"
"446","Tegernsee","8,9","Oberbayern","Miesbach",NULL,"BY","0"
"447","Thanninger Weiher","0,11","Oberbayern","Bad Tölz-Wolfratshausen",NULL,"BY","0"
"448","Thumsee","0,14","Oberbayern","Berchtesgadener Land",NULL,"BY","0"
"449","Tinninger See","0,26","Oberbayern","Rosenheim",NULL,"BY","0"
"450","Trausnitztalsperre","0,37","Oberpfalz","Schwandorf",NULL,"BY","0"
"451","Trebgastsee","0,07","Oberfranken","Kulmbach",NULL,"BY","0"
"452","Trinkwassertalsperre Frauenau","0,94","Niederbayern","Regen",NULL,"BY","0"
"453","Trinkwassertalsperre Mauthaus","0,92","Oberfranken","Kronach",NULL,"BY","0"
"454","Trollweiher","0,08","Schwaben","Ostallgäu",NULL,"BY","0"
"455","Tüttensee","0,11","Oberbayern","Traunstein",NULL,"BY","0"
"456","Unterer Gaisalpsee","0,04","Schwaben","Oberallgäu",NULL,"BY","0"
"457","Unterschleißheimer See","0,08","Oberbayern","München",NULL,"BY","0"
"458","Untreusee","0,6","Oberfranken","Hof",NULL,"BY","0"
"459","Ursee","0,02","Oberbayern","Weilheim-Schongau",NULL,"BY","0"
"460","Valznerweiher","0,04","Mittelfranken","Nürnberg",NULL,"BY","0"
"461","Vilstalsee","0,98","Niederbayern","Dingolfing-Landau",NULL,"BY","0"
"462","Waginger See","6,61","Oberbayern","Traunstein",NULL,"BY","0"
"463","Walchensee","16,27","Oberbayern","Bad Tölz-Wolfratshausen",NULL,"BY","0"
"464","Waldschwaigsee","0,09","Oberbayern","Dachau",NULL,"BY","0"
"465","Waldsee","0,04","Schwaben","Lindau",NULL,"BY","0"
"466","Waldweiher","0,07","Oberbayern","Bad Tölz-Wolfratshausen",NULL,"BY","0"
"467","Weiher im Loichingermoos","0,12","Niederbayern","Dingolfing-Landau",NULL,"BY","0"
"468","Weihertannensee","0,05","Unterfranken","Aschaffenburg",NULL,"BY","0"
"469","Weißensee","1,35","Schwaben","Ostallgäu",NULL,"BY","0"
"470","Weißenstädter See","0,48","Oberfranken","Wunsiedel im Fichtelgebirge",NULL,"BY","0"
"471","Weitmannsee","0,33","Schwaben","Aichach-Friedberg",NULL,"BY","0"
"472","Weitsee","0,64","Oberbayern","Traunstein",NULL,"BY","0"
"473","Weitsee","0,054","Oberbayern","Traunstein",NULL,"BY","0"
"474","Weßlinger See","0,17","Oberbayern","Starnberg",NULL,"BY","0"
"475","Westlicher Breitenauer See","0,06","Oberbayern","Weilheim-Schongau",NULL,"BY","0"
"476","Westsee","0,01","Oberbayern","München",NULL,"BY","0"
"477","Widdersberger Weiher","0,02","Oberbayern","Starnberg",NULL,"BY","0"
"478","Widdumer Weiher","0,07","Schwaben","Oberallgäu",NULL,"BY","0"
"479","Wildensee","0,02","Oberbayern","Garmisch-Partenkirchen",NULL,"BY","0"
"480","Wildsee","0,02","Oberbayern","Weilheim-Schongau",NULL,"BY","0"
"481","Windachspeicher","0,15","Oberbayern","Landsberg am Lech",NULL,"BY","0"
"482","Wöhrder See","0,52","Mittelfranken","Nürnberg",NULL,"BY","0"
"483","Wöhrsee","0,09","Oberbayern","Altötting",NULL,"BY","0"
"484","Wörther See","0,37","Niederbayern","Landshut",NULL,"BY","0"
"485","Wörthsee","4,34","Oberbayern","Starnberg",NULL,"BY","0"
"486","Wössener See","0,04","Oberbayern","Traunstein",NULL,"BY","0"
"487","Wolfelsee","0,01","Oberbayern","Weilheim-Schongau",NULL,"BY","0"
"488","Zeller See","0,08","Oberbayern","Neuburg-Schrobenhausen",NULL,"BY","0"
"489","Zellsee","1,0","Oberbayern","Weilheim-Schongau",NULL,"BY","0"
"490","Zeltnerweiher","0,02","Mittelfranken","Nürnberg",NULL,"BY","0"
"491","Bostalsee","120","Nohfelden","Sankt Wendel",NULL,"SL","0"
"492","Brückweiher Jägersburg","7,1","Homburg","Saarpfalz-Kreis",NULL,"SL","0"
"493","Burbacher Waldweiher","7","Burbach","Saarbrücken",NULL,"SL","0"
"494","Dillinger See","80","Dillingen","Saarlouis",NULL,"SL","0"
"495","Glashütter Weiher","3","Rohrbach","Saarpfalz",NULL,"SL","0"
"496","Griesweiher	Hassel","1,3","Niederwürzbach","Saarpfalz",NULL,"SL","0"
"497","Ihner Teich	Ihn","1,8","Wallerfangen","Saarlouis",NULL,"SL","0"
"498","Krämersweiher","1","Saarbrücken","Saarbrücken",NULL,"SL","0"
"499","Losheimer Stausee","31","Losheim am See","Merzig-Wadern",NULL,"SL","0"
"500","Mühlenweiher","1,7","Sankt Nikolaus","Saarbrücken",NULL,"SL","0"
"501","Würzbacher Weiher","12","Niederwürzbach","Saarpfalz",NULL,"SL","0"
"502","Noswendeler See","6,6","Noswendel","Merzig-Wadern ",NULL,"SL","0"
"503","Ommersheimer","1","Weiher	Ommersheim","Saarpfalz",NULL,"SL","0"
"504","Primstalsperre","99","Nonnweiler","St. Wendel",NULL,"SL","0"
"505","Prinzenweiher","1,1","Saarbrücken","Saarbrücken",NULL,"SL","0"
"506","Sägeweiher","1,1","Niederwürzbach","Saarpfalz",NULL,"SL","0"
"507","Tabaksweiher","2","Saarbrücken-Sankt Arnual","Saarbrücken",NULL,"SL","0"
